Price,Instance,Region
0.0326,t3.large,ap-northeast-3
0.0326,r4.large,apac-sin
0.0324,m4.large,us-east
0.0324,c5.large,ap-east-1
0.0324,c5d.large,us-east
0.0323,r3.large,us-east
0.0323,m5.large,us-west
0.0323,m5d.large,us-west
0.0323,m2.xlarge,sa-east-1
0.0323,c5d.large,ap-east-1
0.0322,t2.large,eu-central-1
0.0322,r4.large,us-west
0.0322,m4.large,us-west-2
0.0322,c5n.large,us-west-2
0.0322,c5.large,us-west-2
0.0322,c5d.large,us-west-2
0.0321,r3.large,us-west-2
0.0319,r5.large,ap-south-1
0.0319,r5d.large,ap-south-1
0.0319,m3.large,apac-tokyo
0.0318,r5.large,ca-central-1
0.0318,r5d.large,ca-central-1
0.0318,m5.large,eu-west-3
0.0318,m5d.large,eu-west-3
0.0317,t2.large,eu-west-3
0.0317,t2.large,eu-west-2
0.0317,r4.large,eu-west-3
0.0317,m3.large,eu-central-1
0.0317,m3.large,ap-northeast-3
0.0317,c4.large,ap-northeast-3
0.0317,c4.large,apac-tokyo
0.0316,c4.large,eu-central-1
0.0315,t3.large,apac-syd
0.0315,t3.large,apac-sin
0.0315,m5.large,ap-northeast-2
0.0315,m5d.large,ap-northeast-2
0.0314,r4.large,ap-northeast-2
0.0314,m4.large,eu-west-2
0.0314,c5.large,eu-west-2
0.0314,c5.large,apac-sin
0.0314,c5d.large,eu-west-2
0.0313,c3.large,apac-syd
0.0312,c3.large,eu-ireland
0.0311,r3.large,apac-sin
0.0311,m4.large,apac-sin
0.0311,c5d.large,apac-sin
0.0308,m4.large,us-west
0.0308,m3.large,us-east
0.0308,c5.large,us-west
0.0308,c5d.large,us-west
0.0308,c4.large,us-east
0.0307,t2.large,ca-central-1
0.0307,r3.large,us-west
0.0307,m3.large,us-west-2
0.0307,c4.large,us-west-2
0.0304,r4.large,ap-south-1
0.0304,m5.large,ca-central-1
0.0304,m5.large,ap-south-1
0.0304,m5d.large,ca-central-1
0.0304,m5d.large,ap-south-1
0.0303,r4.large,ca-central-1
0.0303,c5.large,eu-west-3
0.0303,c5d.large,eu-west-3
0.0302,t2.large,eu-ireland
0.0302,c3.large,ap-northeast-3
0.0302,c3.large,apac-tokyo
0.0301,c3.large,eu-central-1
0.02,m5.large,us-east-2
0.02,m5d.large,us-east-2
0.02,m5a.large,us-east-2
0.02,m5ad.large,us-east-2
0.029,t3.large,eu-central-1
0.029,m4.large,ap-south-1
0.029,c5d.large,ap-south-1
0.0299,r3.large,ap-northeast-2
0.0299,c4.large,eu-west-2
0.0298,t3.large,us-west
0.0298,c5.large,ap-south-1
0.0297,m3.large,apac-sin
0.0297,c4.large,apac-sin
0.0296,m2.xlarge,apac-syd
0.0296,m2.xlarge,apac-sin
0.0294,c3.large,us-east
0.0293,m3.large,us-west
0.0293,c4.large,us-west
0.0292,c3.large,us-west-2
0.0289,r3.large,ap-south-1
0.0289,m4.large,ca-central-1
0.0289,c5.large,ca-central-1
0.0289,c5d.large,ca-central-1
0.0287,m5.large,eu-north-1
0.0287,m5d.large,eu-north-1
0.0287,m2.xlarge,apac-tokyo
0.0285,t3.large,eu-west-2
0.0285,c4.large,ap-northeast-2
0.0283,t3a.large,apac-sin
0.0282,c3.large,apac-sin
0.0279,c3.large,us-west
0.0278,t2.large,us-west-2
0.0278,t2.large,us-east-2
0.0278,t2.large,us-east
0.0277,t3.large,ca-central-1
0.0276,c4.large,ap-south-1
0.0275,m2.xlarge,us-west
0.0275,m2.xlarge,eu-ireland
0.0275,c4.large,ca-central-1
0.0273,c5.large,eu-north-1
0.0273,c5d.large,eu-north-1
0.0272,t3.large,eu-ireland
0.026,t3.small,ap-northeast-2
0.0269,t3.large,ap-south-1
0.0259,t3.large,eu-north-1
0.0251,t3.large,us-west-2
0.0251,t3.large,us-east-2
0.0251,t3.large,us-east
0.0245,t3a.large,eu-ireland
0.0245,m2.xlarge,us-west-2
0.0245,m2.xlarge,us-east
0.0243,m1.large,apac-tokyo
0.0236,t3.small,eu-west-3
0.0233,m1.large,sa-east-1
0.0233,m1.large,apac-syd
0.0233,m1.large,apac-sin
0.0226,t3a.large,us-west-2
0.0226,t3a.large,us-east-2
0.0226,t3a.large,us-east
0.0223,t2.medium,sa-east-1
0.0209,r5.large,us-east-2
0.0209,r5d.large,us-east-2
0.0209,r5a.large,us-east-2
0.0202,t3.medium,sa-east-1
0.019,r3.large,us-east-2
0.019,m4.large,us-east-2
0.019,m1.large,us-west
0.019,m1.large,eu-ireland
0.019,c5n.large,us-east-2
0.019,c5.large,us-east-2
0.019,c5d.large,us-east-2
0.0199,r4.large,us-east-2
0.0197,a1.xlarge,us-east-2
0.0182,t2.medium,ap-northeast-3
0.0182,t2.medium,apac-tokyo
0.0181,c4.large,us-east-2
0.0179,c1.medium,sa-east-1
0.0179,a1.large,eu-ireland
0.0175,t3.medium,ap-east-1
0.0175,t2.medium,apac-syd
0.0175,t2.medium,apac-sin
0.0175,m1.large,us-west-2
0.0175,m1.large,us-east
0.0173,t2.medium,ap-south-1
0.0173,t2.medium,ap-northeast-2
0.0168,a1.large,us-east
0.0167,a1.large,us-west-2
0.0166,t2.medium,us-west
0.0164,c1.medium,apac-syd
0.0164,c1.medium,apac-sin
0.0163,t3.medium,ap-northeast-3
0.0163,t3.medium,apac-tokyo
0.0161,t2.medium,eu-central-1
0.015,t2.medium,eu-ireland
0.0158,t3.medium,apac-syd
0.0158,t3.medium,apac-sin
0.0158,t2.medium,eu-west-3
0.0158,c1.medium,apac-tokyo
0.0156,t2.medium,eu-west-2
0.0154,t2.medium,ca-central-1
0.0149,t3.medium,us-west
0.0148,c1.medium,us-west
0.0148,c1.medium,eu-ireland
0.0144,t3.medium,eu-central-1
0.0142,t3.medium,eu-west-2
0.0142,t3a.medium,apac-sin
0.013,t3.micro,ap-northeast-2
0.013,t3.medium,eu-north-1
0.013,c1.medium,us-west-2
0.013,c1.medium,us-east
0.0139,t3.medium,ca-central-1
0.0139,t2.medium,us-west-2
0.0139,t2.medium,us-east-2
0.0139,t2.medium,us-east
0.0137,t3.medium,eu-ireland
0.0134,t3.medium,ap-south-1
0.0125,t3.medium,us-west-2
0.0125,t3.medium,us-east-2
0.0125,t3.medium,us-east
0.0122,t3a.medium,eu-ireland
0.0122,m1.medium,apac-tokyo
0.0118,t3.micro,eu-west-3
0.0117,m1.medium,sa-east-1
0.0117,m1.medium,apac-syd
0.0117,m1.medium,apac-sin
0.0113,t3a.medium,us-west-2
0.0113,t3a.medium,us-east-2
0.0113,t3a.medium,us-east
0.0112,t2.small,sa-east-1
0.0101,t3.small,sa-east-1
0.0098,m3.medium,apac-sin
0.0098,a1.large,us-east-2
0.0096,m3.medium,ap-northeast-3
0.0096,m3.medium,apac-tokyo
0.0095,m3.medium,sa-east-1
0.0095,m1.medium,us-west
0.0095,m1.medium,eu-ireland
0.0093,m3.medium,apac-syd
0.0091,t2.small,ap-northeast-3
0.0091,t2.small,apac-tokyo
0.008,t2.small,eu-central-1
0.0089,a1.medium,eu-ireland
0.0088,t3.small,ap-east-1
0.0088,t2.small,apac-syd
0.0088,t2.small,apac-sin
0.0087,m1.medium,us-west-2
0.0087,m1.medium,us-east
0.0086,t2.small,ap-south-1
0.0086,t2.small,ap-northeast-2
0.0084,a1.medium,us-east
0.0083,t2.small,us-west
0.0083,a1.medium,us-west-2
0.0082,t3.small,ap-northeast-3
0.0082,t3.small,apac-tokyo
0.0079,t3.small,apac-syd
0.0079,t3.small,apac-sin
0.0079,t2.small,eu-west-3
0.0079,m3.medium,eu-central-1
0.0078,t2.small,eu-west-2
0.0077,t2.small,ca-central-1
0.0077,m3.medium,us-west
0.0075,t3.small,us-west
0.0075,t2.small,eu-ireland
0.0073,m3.medium,eu-ireland
0.0072,t3.small,eu-central-1
0.0071,t3.small,eu-west-2
0.0071,t3a.small,apac-sin
0.0069,t3.small,ca-central-1
0.0069,t2.small,us-west-2
0.0069,t2.small,us-east-2
0.0069,t2.small,us-east
0.0068,t3.small,eu-ireland
0.0067,t3.small,ap-south-1
0.0067,m3.medium,us-west-2
0.0067,m3.medium,us-east
0.0065,t3.small,eu-north-1
0.0065,t3.nano,ap-northeast-2
0.0063,t3.small,us-west-2
0.0063,t3.small,us-east-2
0.0063,t3.small,us-east
0.0061,t3a.small,eu-ireland
0.0061,m1.small,apac-tokyo
0.005,t3.micro,sa-east-1
0.0059,t3.nano,eu-west-3
0.0058,m1.small,sa-east-1
0.0058,m1.small,apac-syd
0.0058,m1.small,apac-sin
0.0056,t3a.small,us-west-2
0.0056,t3a.small,us-east-2
0.0056,t3a.small,us-east
0.0056,t2.micro,sa-east-1
0.004,t2.micro,eu-west-3
0.004,t2.micro,eu-west-2
0.004,t2.micro,eu-central-1
0.0049,a1.medium,us-east-2
0.0047,m1.small,us-west
0.0047,m1.small,eu-ireland
0.0046,t2.micro,ap-northeast-3
0.0046,t2.micro,apac-tokyo
0.0044,t3.micro,ap-east-1
0.0044,t2.micro,apac-syd
0.0044,t2.micro,apac-sin
0.0044,m1.small,us-west-2
0.0044,m1.small,us-east
0.0043,t2.micro,ap-south-1
0.0043,t2.micro,ap-northeast-2
0.0041,t3.micro,ap-northeast-3
0.0041,t3.micro,apac-tokyo
0.0041,t2.micro,us-west
0.0039,t3.micro,apac-syd
0.0039,t3.micro,apac-sin
0.0038,t2.micro,eu-ireland
0.0038,t2.micro,ca-central-1
0.0037,t3.micro,us-west
0.0036,t3.micro,eu-west-2
0.0036,t3.micro,eu-central-1
0.0035,t3.micro,ca-central-1
0.0035,t3a.micro,apac-sin
0.0035,t2.micro,us-west-2
0.0035,t2.micro,us-east-2
0.0035,t2.micro,us-east
0.0034,t3.micro,eu-ireland
0.0034,t3.micro,ap-south-1
0.0032,t3.micro,eu-north-1
0.0031,t3.micro,us-west-2
0.0031,t3.micro,us-east-2
0.0031,t3.micro,us-east
0.0031,t3a.micro,eu-ireland
0.002,t3.nano,ap-northeast-3
0.002,t3.nano,apac-tokyo
0.002,t3.nano,apac-syd
0.002,t3.nano,apac-sin
0.002,t1.micro,us-west-2
0.002,t1.micro,us-east
0.002,t1.micro,eu-ireland
0.002,t1.micro,apac-syd
0.002,t1.micro,apac-sin
0.0028,t3a.micro,us-west-2
0.0028,t3a.micro,us-east-2
0.0028,t3a.micro,us-east
0.0027,t1.micro,sa-east-1
0.0026,t1.micro,apac-tokyo
0.0025,t3.nano,sa-east-1
0.0025,t1.micro,us-west
0.0022,t3.nano,ap-east-1
0.0019,t3.nano,us-west
0.0018,t3.nano,eu-west-2
0.0018,t3.nano,eu-central-1
0.0018,t3a.nano,eu-ireland
0.0018,t3a.nano,apac-sin
0.0017,t3.nano,eu-ireland
0.0017,t3.nano,ca-central-1
0.0017,t3.nano,ap-south-1
0.0016,t3.nano,us-west-2
0.0016,t3.nano,us-east-2
0.0016,t3.nano,us-east
0.0016,t3.nano,eu-north-1
0.0014,t3a.nano,us-west-2
0.0014,t3a.nano,us-east-2
0.0014,t3a.nano,us-east
